-2.616897694299310517e-01,-2.280473138481382833e-01,-2.443734143650178603e-01,-2.475934442384939149e-01,-2.425072302242677613e-01,-2.442831678155009401e-01,-2.078453326407081192e-01,-2.065343251242783562e-01,-2.046412901130509887e-01,-2.363481976531953965e-01,-2.450488564711080508e-01,-2.467663550224099556e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00
-2.465413023138713633e-01,-2.042443955676928879e-01,-2.080578605274920057e-01,-2.568380046564895935e-01,-2.735874148735837341e-01,-2.940295745064059330e-01,-2.395505528740364820e-01,-2.297590685117474052e-01,-2.450936381586540647e-01,-2.472051819976884834e-01,-2.548850234847825358e-01,-2.182933140582857534e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
-2.374522220442356057e-01,-2.338060843998589489e-01,-2.371859610013409003e-01,-2.688961269408318699e-01,-2.641815695191854219e-01,-2.487320334545249645e-01,-1.992340382563473067e-01,-2.007281392774110940e-01,-1.943299072778972569e-01,-2.426118424673260054e-01,-2.583062989677997745e-01,-2.590255809930745445e-01,-0.000000000000000000e+00,-1.000000000000000000e+00,8.000000000000000000e+00
-2.348012402989251290e-01,-2.430201172826120248e-01,-2.466431364798632453e-01,-2.793464995872617651e-01,-2.703158164894451931e-01,-2.843229585667171322e-01,-2.340706382658068463e-01,-2.712318245607993061e-01,-2.502493295762309722e-01,-2.647433874772541773e-01,-2.869594811380689059e-01,-2.613983344067515868e-01,-1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
-2.605536343962265855e-01,-2.898581177699400824e-01,-2.379425350396226768e-01,-2.423682579152789118e-01,-2.425072302242677613e-01,-2.729985733037469386e-01,-2.418990877061348299e-01,-2.363947094795957049e-01,-2.673027704189852027e-01,-2.730949138960950262e-01,-2.672871471107199359e-01,-2.898713753708758167e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.100000000000000000e+01
-2.416180505011519819e-01,-2.537698223124905672e-01,-2.666923484943306555e-01,-2.439760075531912376e-01,-2.494593767905621262e-01,-2.175899739813567935e-01,-2.336792157937904735e-01,-2.571310875041216693e-01,-2.629402622964201464e-01,-2.601500479468917271e-01,-2.484701319541252895e-01,-2.349025879540248551e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01
-2.791105066133997559e-01,-2.476271337239885628e-01,-2.534523028243993448e-01,-2.483973190574500500e-01,-2.351461338599561135e-01,-2.204210702970993696e-01,-2.794756450197092290e-01,-2.616930906695173475e-01,-2.450936381586540647e-01,-2.710070322913848417e-01,-2.784062924305258924e-01,-2.882895397617578070e-01,-0.000000000000000000e+00,-1.000000000000000000e+00,2.100000000000000000e+01
-2.313928351978117026e-01,-2.549215764228347503e-01,-2.625311912837808292e-01,-2.134287644328575761e-01,-2.057017484027094112e-01,-2.175899739813567935e-01,-2.708643506353484165e-01,-2.828441962545338306e-01,-2.776141532541389623e-01,-2.484579109605145886e-01,-2.531743857432739442e-01,-2.851258685435217322e-01,-1.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01
-2.412393388232505209e-01,-2.729657241515594523e-01,-2.371859610013409003e-01,-2.367411341825858828e-01,-2.731784650755663679e-01,-2.487320334545249645e-01,-2.618616337789712589e-01,-2.442745331289155608e-01,-2.419209049786067989e-01,-2.643258111563121515e-01,-2.544573640494053879e-01,-2.495345673383664864e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01
-2.537368241939997326e-01,-2.510823960550209732e-01,-2.561003119583856180e-01,-2.363391967731078014e-01,-2.576383727509084509e-01,-2.398343021764769156e-01,-2.982639236764964008e-01,-3.015069364766072013e-01,-2.478697796911954743e-01,-2.380185029369635552e-01,-2.476148130833709660e-01,-2.313434578335093472e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01
