CHAN_2,CHAN_26,CHAN_80,ORI,GRID
-62.700000,-62.600000,-62.700000,0,8
-48.400000,-47.800000,-48.700000,0,1
-61.800000,-59.100000,-59.600000,0,15
-63.000000,-72.900000,-59.600000,0,19
