CHAN_2,CHAN_26,CHAN_80,ORI,GRID
-60.700000,-56.400000,-60.900000,0,8
-68.700000,-65.400000,-61.100000,0,1
-56.500000,-59.200000,-60.900000,0,15
-54.900000,-54.700000,-52.700000,0,19
