-6.605870414113970690e-02,-6.802019558003466471e-02,-6.769324038945317978e-02,-1.205643996716190824e-01,-1.077005455012382540e-01,-9.488059724344884149e-02,-9.857070362512829198e-02,-9.311732806894502945e-02,-1.078598248089432249e-01,-1.103539238516080823e-01,-1.185751662749142954e-01,-1.061472197804978340e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.605870414113970690e-02,-6.802019558003466471e-02,-6.737984575802051512e-02,-1.009036282965976306e-01,-9.226784538368279498e-02,-1.053501803875535464e-01,-9.556935207244009189e-02,-1.107471147945628398e-01,-1.098572289720717993e-01,-1.084621422998662266e-01,-1.067822682666462464e-01,-9.969019305794528385e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.605870414113970690e-02,-6.802019558003466471e-02,-6.863342428375113213e-02,-1.036658854319312123e-01,-9.456633263523360478e-02,-9.684364408296847193e-02,-1.085225535103575972e-01,-1.102663024293187161e-01,-1.112400472388531403e-01,-1.072009545987049894e-01,-1.085592802952893843e-01,-1.122892695897551169e-01,-0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
-6.605870414113970690e-02,-6.802019558003466471e-02,-6.894681891518378292e-02,-1.013910854381270821e-01,-1.124616976651649641e-01,-9.815234197598156352e-02,-1.108920415782693319e-01,-1.110676563713922510e-01,-1.092426430757245381e-01,-1.092503846130919998e-01,-1.180905266307388790e-01,-1.052022890406120875e-01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.404719859541707139e-02,-7.545496114343380745e-02,-7.678168470100012188e-02,-9.229188546291054729e-02,-9.604393158265912833e-02,-9.520777171670211092e-02,-9.241003464855777894e-02,-9.375841122260385185e-02,-9.172694502982778331e-02,-9.774204683999572485e-02,-1.024205114690676516e-01,-9.811530849146905819e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.773419603585278448e-02,-7.687863965557406587e-02,-7.960223638389400669e-02,-8.855471404451804862e-02,-8.734251555893103591e-02,-8.997298014464975846e-02,-1.034676456321458882e-01,-1.046568248348039576e-01,-1.024821982159047490e-01,-1.031020945699309826e-01,-1.035513373054769148e-01,-1.023674968209548758e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.604432220898640904e-02,-7.577133414613164419e-02,-7.239415986094298316e-02,-1.041533425734606777e-01,-1.083572561445385052e-01,-1.094398613032194489e-01,-1.040995091169223674e-01,-9.824599329821566418e-02,-9.771915751921352034e-02,-1.160292685068336355e-01,-1.201906317554989612e-01,-1.028399621908977490e-01,-0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-1.020069291853878402e-01,-1.037703448848900922e-01,-1.059273854242368945e-01,-9.537911402593045318e-02,-9.883495181668512652e-02,-1.014240867085142717e-01,-1.170527105548398450e-01,-1.091444069104157560e-01,-1.098572289720717993e-01,-9.616556221354419232e-02,-1.088823733914063147e-01,-1.115018273065170040e-01,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-8.987056261062030538e-02,-9.538646031339745313e-02,-8.759379948542667105e-02,-9.359177117365577447e-02,-9.341708900945819294e-02,-9.684364408296847193e-02,-9.920256710990475735e-02,-9.952815960553332286e-02,-9.725821809695307796e-02,-1.034173914952212781e-01,-9.967422015207373642e-02,-9.228823559550701494e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
-9.309668537100154739e-02,-8.557889722976455560e-02,-8.304957732965319306e-02,-8.449257119843923969e-02,-8.340225169912962588e-02,-8.342949067958432829e-02,-1.064689971848341021e-01,-1.086635945451716462e-01,-1.087817036534640958e-01,-1.103539238516080823e-01,-1.113055716122833133e-01,-1.088245235435074121e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
-1.020069291853878402e-01,-1.013975473646563236e-01,-8.869068069544096267e-02,-1.117901711240888440e-01,-1.142676519342405994e-01,-9.651646960971520250e-02,-9.541138620124597902e-02,-1.003295135476068578e-01,-1.054014812235541942e-01,-1.018409068687697316e-01,-9.466627716226128086e-02,-1.006351237978310303e-01,-0.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00
